2019-01-31,1547.8076923076924
2019-02-28,1325.4583333333333
2019-03-31,1230.423076923077
2019-04-30,1088.28
2019-05-31,1072.3846153846155
2019-06-30,963.88
2019-07-31,1096.3333333333333
2019-08-31,1100.5925925925926
2019-09-30,1142.24
2019-10-31,1069.5925925925926
2019-11-30,1179.6538461538462
2019-12-31,1195.3333333333333
2020-01-31,1314.3076923076924
2020-02-29,1086.44
2020-03-31,1106.48
2020-04-30,1421.047619047619
2020-05-31,1275.9166666666667
2020-06-30,1257.96
2020-07-31,1209.0740740740741
